Number,Station,Catchment,Zone,Time stamp (Sampling),Electrical Conductivity @25 C / WCK - Determination of Conductivity in Water [µS/cm],Nitrogen - total / WCK - Simultaneous Determination of Total Nitrogen and Total Phosphorus using Persulphate Digestion [mg/L],Nitrate + nitrite as N (NOx) / WCK - Determination of Oxidised Nitrogen Nitrate & Nitrite in Water [mg/L],Phosphorus - total / WCK - Simultaneous Determination of Total Nitrogen and Total Phosphorus using Persulphate Digestion [mg/L],Phosphorus - reactive (orthophosphate) - dissolved / WCK - Determination of Reactive Phosphorus [mg/L],Solids - total suspended @ 105 C / WCK - Total Suspended Solids at 105°C [mg/L],Turbidity / Field - Determination of turbidity by nephelometry using HACH turbidimeter [NTU],Oxygen - dissolved saturation / Field - Water quality sonde [% sat],pH / Field - Water quality sonde [---]
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,5/19/2020 9:10,174,0.5,0.01,0.06,0.01,5,31.9,95.1,8.01
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,6/17/2020 9:33,226.4,1.2,0.57,0.03,0.01,6,28.3,88.8,7.62
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,7/15/2020 9:16,194.9,0.2,0.01,0.01,0.01,6,2.87,94.5,8
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,8/18/2020 9:36,247.2,0.2,0.01,0.01,0.01,5,1.31,90.5,8.06
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,9/8/2020 8:30,217.6,0.3,0.03,0.01,0.01,5,1.38,96.5,8.09
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,10/9/2020 8:46,241.3,0.4,0.01,0.01,0.01,5,1.3,97.8,8.9
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,11/17/2020 17:02,213.9,0.4,0.01,0.02,0.01,5,2.03,145.3,9.38
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,12/15/2020 16:28,224.4,1.6,0.63,0.08,0.01,40,40.7,86.8,7.49
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,1/13/2021 13:00,132.9,1,0.3,0.07,0.03,10,17.3,77,7.62
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,2/16/2021 14:28,,0.3,0.01,0.01,0.01,5,2.33,111.1,8.53
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,3/16/2021 15:58,168.7,0.9,0.14,0.13,0.05,57,91.1,89.9,7.46
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,4/13/2021 7:43,157.2,0.8,0.33,0.05,0.03,5,18.1,87.8,6.93
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,5/6/2021 8:55,206.6,0.3,0.09,0.04,0.01,5,4.22,96.1,7.74
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,5/31/2021 15:14,215,0.3,0.02,0.02,0.01,5,2.94,102.8,7.63
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,10/4/2016 15:02,180,0.54,0.01,0.034,0.012,10,1.6,135,9.1
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,11/14/2016 14:09,190,0.36,0.01,0.028,0.009,10,1.8,195,10
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,12/12/2016 12:34,190,0.36,0.03,0.02,0.005,10,1.7,160,9.5
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,1/5/2017 8:43,190,0.48,0.01,0.02,0.005,10,0.9,135,9.2
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,2/2/2017 13:07,181,0.45,0.02,0.017,0.005,21,0.9,134,9.1
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,3/8/2017 11:08,131,0.41,0.04,0.018,0.011,10,2.7,80.3,7.6
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,4/5/2017 10:37,136,0.512,0.24,0.073,0.039,10,5.9,87.4,7.4
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,5/11/2017 8:16,130,0.162,0.03,0.018,0.014,10,1.1,94,8.6
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,7/5/2017 10:46,165,0.672,0.17,0.055,0.025,10,9.3,91.1,7.4
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,8/10/2017 10:24,,,,,,,1.6,96.9,8.2
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,9/13/2017 11:05,170,0.24,0.01,0.024,0.006,10,2.4,120,8
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,10/17/2017 11:11,160,0.18,0.01,0.01,0.005,10,1,102,8.1
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,11/15/2017 9:42,160,0.23,0.01,0.027,0.005,10,1.3,107,8.8
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,12/12/2017 11:09,150,0.22,0.01,0.01,0.005,10,0.8,114,8.4
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,1/15/2018 12:41,140,0.27,0.01,0.02,0.005,10,1.1,118,8.5
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,2/20/2018 12:13,160,0.35,0.01,0.01,0.005,10,1.2,127,9.4
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,3/23/2018 7:34,59,2,0.16,0.24,0.015,180,295,87.1,6.7
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,4/9/2018 13:39,130,0.2,,0.03,,10,3.2,116,8.1
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,5/11/2018 9:06,118,,,,,5,3.25,93.2,7.82
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,6/7/2018 8:46,106.4,0.2,0.01,0.01,0.01,5,1.11,100.1,7.6
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,7/12/2018 16:26,119.3,0.1,0.01,0.01,0.01,5,1.14,116.5,8.51
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,8/17/2018 8:39,131.3,0.2,0.01,0.01,0.01,12,1.99,98,8.23
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,9/13/2018 15:58,135.3,0.1,0.01,0.01,0.01,5,1.27,112,8.63
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,10/25/2018 15:42,113.3,0.2,0.05,0.01,0.01,16,6.14,94.5,7.44
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,11/15/2018 15:45,132.1,0.1,0.01,0.01,0.01,5,,113,8.6
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,12/6/2018 15:29,135.2,0.1,0.01,0.01,0.01,5,1.64,142.4,9.4
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,1/17/2019 15:54,165.1,0.3,0.01,0.01,0.01,14,2.6,165.5,9.85
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,2/4/2019 13:35,151.6,0.2,0.01,0.01,0.01,5,1.7,155.9,9.28
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,3/15/2019 7:11,137.8,0.2,0.01,0.01,0.01,5,1.87,67.9,7.7
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,4/15/2019 13:47,140.1,0.1,0.01,0.01,0.01,6,2.18,206.5,10.06
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,5/16/2019 16:33,141.4,0.2,0.01,0.01,0.01,5,2.42,141.4,9.38
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,6/19/2019 13:36,157.8,0.3,0.01,0.01,0.01,5,2.25,157.5,9.29
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,7/11/2019 3:39,112.9,0.1,0.03,0.01,0.01,5,3.37,104.5,8.12
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,9/19/2019 15:23,144,0.1,0.01,0.01,0.01,5,2.31,130.4,9.3
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,10/18/2019 8:09,160.1,0.1,0.01,0.01,0.01,12,6.04,92.7,8.95
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,11/21/2019 14:23,195.2,0.3,0.04,0.01,0.01,5,1.5,210.2,9.73
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,12/13/2019 7:28,221.5,0.4,0.01,0.02,0.01,5,2.71,28.1,7.5
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,1/17/2020 9:11,360.2,4,0.15,0.32,0.04,60,157,15.3,7.27
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,2/20/2020 14:49,167.6,2.6,0.95,0.28,0.09,178,152,81.2,7.36
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,3/19/2020 13:28,126.1,1,0.47,0.06,0.02,30,33.9,99.1,9.56
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,4/22/2020 15:41,171.5,0.6,0.08,0.04,0.01,16,10.6,116.4,8.03
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,5/18/2020 11:21,172.8,0.2,0.01,0.08,0.01,8,7.95,100.5,7.74
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,6/16/2020 10:36,156.3,0.3,0.23,0.03,0.01,5,4.13,94.4,7.74
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,7/20/2020 10:45,166.8,0.1,0.01,0.01,0.01,6,3.32,93.5,7.74
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,8/10/2020 14:55,190.1,0.4,0.01,0.01,0.01,6,4.96,107,8.16
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,9/14/2020 9:10,197.9,0.3,0.01,0.01,0.01,9,4.72,93.8,7.83
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,10/13/2020 9:38,177.5,0.3,0.01,0.02,0.01,5,4.8,103.1,8.2
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,11/10/2020 9:11,182.2,0.3,0.01,0.01,0.01,8,3.88,103.7,8.33
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,12/15/2020 12:15,118.4,1.2,0.24,0.13,0.01,184,144,81.4,7.01
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,1/13/2021 9:07,127.4,0.5,0.22,0.03,0.03,11,10.3,90,7.25
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,2/3/2021 13:37,145.1,0.2,0.04,0.06,0.02,6,18.3,93.3,7.44
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,3/8/2021 10:54,120.4,0.3,0.14,0.04,0.02,5,6.06,94.7,7.44
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,4/14/2021 9:52,129.8,0.4,0.17,0.01,0.01,5,5.11,103.1,7.36
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,5/3/2021 13:29,148.9,0.2,0.02,0.01,0.01,5,4.26,103.5,7.61
206011,MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,6/2/2021 16:15,145.5,0.2,0.04,0.03,0.01,5,2.13,107.4,7.78
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,8/17/2016 13:09,95,0.46,0.14,0.024,0.008,10,7,109,7.3
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,9/28/2016 15:07,130,0.73,0.02,0.027,0.008,10,4.2,108,7.9
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,10/25/2016 14:12,130,0.48,0.01,0.02,0.005,10,2.1,127,8.9
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,11/28/2016 13:48,130,0.38,0.01,0.01,0.01,10,1.4,142,9.1
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,12/19/2016 13:22,140,0.26,0.02,0.01,0.005,10,1.6,123,9
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,1/23/2017 14:48,124,0.306,0.02,0.018,0.005,10,3.8,157,9.1
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,2/22/2017 16:12,111,0.343,0.01,0.02,0.005,10,2.2,132,9
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,3/29/2017 14:17,92,0.585,0.18,0.032,0.015,10,11.3,106,7
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,4/26/2017 14:39,109,0.273,0.06,0.015,0.006,10,2.9,103,7.5
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,7/25/2017 14:19,110,0.23,0.03,0.01,0.005,10,3.3,114,
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,8/23/2017 14:11,120,0.19,0.01,0.01,0.007,10,1.4,117,8.2
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,9/27/2017 13:58,130,0.19,0.01,0.01,0.005,10,3.1,119,8.4
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,11/20/2017 13:54,140,0.34,0.02,0.021,0.005,10,9,106,7.8
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,12/21/2017 6:43,130,0.2,0.01,0.01,0.005,10,2.6,86.9,7.7
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,1/18/2018 7:44,53,0.42,0.01,0.021,0.007,10,7.7,98.7,7.8
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,2/21/2018 9:27,110,0.28,0.01,0.01,0.005,10,1.4,101,7.9
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,3/22/2018 10:05,96,0.3,0.04,0.026,0.006,10,11.8,101,7.7
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,4/10/2018 10:03,91,0.2,,0.03,,10,2.6,113,8.2
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,5/10/2018 10:36,95,,,,,5,1.52,109.4,8.21
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,6/7/2018 10:57,103.5,0.1,0.01,0.01,0.01,5,1.04,105,7.81
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,7/12/2018 10:24,106,0.1,0.01,0.01,0.01,5,1.13,102.3,7.94
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,8/16/2018 10:37,111.9,0.1,0.01,0.01,0.01,10,1.8,100.3,8.1
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,9/13/2018 10:22,114.6,0.1,0.04,0.01,0.01,5,1.62,105.4,7.97
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,10/25/2018 10:02,100.4,0.5,0.16,0.01,0.01,10,20.8,93.7,7.2
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,11/15/2018 10:03,109.9,0.2,0.01,0.03,0.01,5,,115.5,8.38
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,12/6/2018 12:23,93.3,0.2,0.01,0.01,0.01,5,2,106.9,8.24
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,1/17/2019 9:47,84.1,0.3,0.01,0.01,0.01,11,2.58,98.9,7.99
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,2/5/2019 8:45,78.3,0.1,0.01,0.01,0.01,5,3.34,94.6,7.52
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,3/14/2019 9:46,78.2,0.3,0.01,0.01,0.01,6,1.98,97.6,8.07
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,4/16/2019 7:42,85.3,0.1,0.01,0.04,0.01,11,2.32,86.7,7.47
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,5/16/2019 11:19,82.5,0.1,0.01,0.01,0.01,5,1.84,104,7.86
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,6/20/2019 10:57,84.8,0.2,0.01,0.01,0.01,5,1.61,102.5,7.7
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,7/11/2019 9:27,65.5,0.1,0.01,0.01,0.01,5,3.16,95.8,8.05
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,9/19/2019 8:50,76.4,0.1,0.01,0.01,0.01,5,1.27,88.8,
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,10/17/2019 8:38,74.8,0.1,0.01,0.03,0.01,5,0.91,86.5,7.84
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,11/21/2019 8:04,,0.3,0.01,0.01,0.01,5,1.25,75.8,7.73
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,12/12/2019 7:51,101.7,0.4,0.01,0.03,0.01,5,3.81,85.6,8.11
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,1/16/2020 7:48,167.3,0.6,0.01,0.02,0.01,5,4.91,63.5,7.6
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,2/20/2020 9:24,129.6,3.4,1.21,0.45,0.06,260,493,93.2,7.37
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,3/18/2020 14:02,108.2,0.8,0.34,0.05,0.02,11,17.5,100.6,8.15
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,4/21/2020 8:42,101.6,0.4,0.15,0.02,0.01,8,5.47,98.5,7.44
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,5/14/2020 7:57,106.2,0.1,0.02,0.04,0.01,5,3.9,106.1,7.65
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,5/14/2020 17:00,,0.1,0.02,0.04,0.01,5,,,
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,6/18/2020 11:28,94.3,0.1,0.01,0.03,0.01,5,7.25,101.3,7.71
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,7/16/2020 12:04,100.9,0.2,0.01,0.01,0.01,5,3.36,110.1,8.07
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,8/19/2020 9:53,109.7,0.1,0.01,0.01,0.01,5,2.95,101.3,7.91
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,9/9/2020 9:36,132.4,0.2,0.02,0.01,0.01,5,1.78,100.8,7.76
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,10/13/2020 9:43,101.7,0.2,0.01,0.01,0.01,31,1.67,106.9,7.88
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,11/18/2020 14:25,97.6,0.2,0.01,0.03,0.01,5,1.93,130.4,9.01
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,12/16/2020 14:59,64.2,1.3,0.63,0.16,0.01,127,189,85.4,7.62
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,1/15/2021 8:19,102.2,0.5,0.17,0.03,0.01,6,14,96,7.33
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,2/17/2021 14:05,103.9,0.1,0.03,0.01,0.01,5,4.78,105.1,8.01
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,3/17/2021 14:40,88.6,0.6,0.18,0.05,0.01,36,98.6,100.9,7.3
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,4/15/2021 11:04,104.4,0.7,0.28,0.04,0.02,5,18.6,96.9,6.65
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,5/7/2021 8:28,136.9,0.3,0.09,0.05,0.01,5,31.3,98.5,7.63
20410043,CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,6/1/2021 9:08,124.5,0.2,0.06,0.01,0.01,5,3.7,103.3,7.59
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,8/19/2016 12:42,71,0.15,0.05,0.02,0.006,10,4,105,7.5
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,9/28/2016 11:06,73,0.18,0.01,0.01,0.007,10,2.8,102,7.2
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,10/25/2016 10:02,71,0.1,0.02,0.01,0.005,10,1.9,95.4,7.4
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,11/28/2016 11:02,85,0.13,0.01,0.01,0.005,10,2.3,102,7
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,12/19/2016 9:30,83,0.32,0.02,0.01,0.005,10,1.4,73.5,7.3
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,1/23/2017 10:42,76,0.226,0.04,0.019,0.005,10,4.8,117,7.2
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,2/22/2017 12:17,68,0.147,0.01,0.019,0.005,10,1.7,110,7.7
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,3/29/2017 10:37,63,0.313,0.14,0.021,0.014,10,5.5,99.9,6.8
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,4/26/2017 10:49,75,0.157,0.06,0.017,0.006,77,2.7,90.7,7.2
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,7/25/2017 10:46,73,0.12,0.03,0.01,0.007,10,1.3,99.1,
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,8/23/2017 10:19,76,0.12,0.03,0.01,0.007,10,1.8,101,7.2
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,9/27/2017 10:35,82,0.14,0.01,0.01,0.005,10,2.4,92.7,7.4
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,11/20/2017 10:02,74,0.1,0.01,0.01,0.005,10,1.9,99,7.2
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,12/21/2017 10:45,77,0.1,0.01,0.01,0.005,10,4.1,79.1,7.1
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,1/18/2018 12:14,91,0.14,0.01,0.01,0.005,10,2,114,7.6
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,2/20/2018 14:26,73,0.13,0.01,0.01,0.005,10,1.8,102,7.3
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,3/22/2018 14:13,61,0.1,0.01,0.01,0.005,10,1.9,106,7.3
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,4/9/2018 15:23,68,0.08,,0.03,,10,1.8,122,7.2
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,5/10/2018 14:51,67,,,,,5,3.08,118.6,7.72
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,6/7/2018 15:39,65.9,0.1,0.01,0.01,0.01,5,2.42,108.6,7.2
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,7/12/2018 14:44,63.7,0.1,0.01,0.01,0.01,8,1.76,118.3,7.58
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,8/16/2018 15:51,71.9,0.1,0.06,0.01,0.01,5,2,105.1,8.34
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,9/13/2018 14:17,69.9,0.1,0.01,0.01,0.01,8,1.68,112.3,7.51
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,10/25/2018 14:03,60.8,0.1,0.09,0.01,0.01,16,4.05,102.3,7.02
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,11/15/2018 14:12,69.8,0.1,0.01,0.01,0.01,5,,130.8,8.01
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,12/6/2018 13:59,66.7,0.1,0.01,0.01,0.01,5,2.87,110.9,7.32
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,1/17/2019 13:59,74.3,0.2,0.01,0.01,0.01,28,16.3,113.3,7.33
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,2/4/2019 15:49,77.3,0.1,0.02,0.01,0.01,10,2.04,123.3,7.46
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,3/14/2019 14:06,68.7,0.1,0.01,0.1,0.01,5,3.2,107.3,7.43
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,4/15/2019 10:06,62,0.1,0.01,0.01,0.01,5,2.79,90.7,7.2
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,5/16/2019 14:58,63.3,0.1,0.01,0.01,0.01,5,2.99,101.8,7.67
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,6/19/2019 11:31,66.5,0.1,0.01,0.01,0.01,5,1.53,96.3,6.44
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,7/11/2019 1:52,53.4,0.1,0.09,0.01,0.01,5,5.16,100.2,7.51
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,9/19/2019 12:55,66.5,0.1,0.01,0.01,0.01,5,2.79,96.5,7.03
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,10/17/2019 12:35,66.7,0.1,0.01,0.01,0.01,5,2.43,104.1,8.24
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,11/21/2019 12:36,72.6,0.1,0.01,0.01,0.01,5,1.37,104.4,7.36
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,12/12/2019 13:48,78.6,0.1,0.01,0.02,0.01,5,2.46,107.3,7.51
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,1/16/2020 11:39,236.8,0.3,0.02,0.04,0.01,5,4.62,99.6,7.7
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,2/20/2020 13:01,67.2,0.3,0.22,0.02,0.01,5,14.7,90.2,7.27
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,3/19/2020 11:48,60,0.1,0.12,0.01,0.01,6,7.24,99.2,9.53
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,4/21/2020 13:10,69.8,0.1,0.05,0.01,0.01,5,3.44,107.8,7.07
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,5/18/2020 13:10,72,0.1,0.04,0.01,0.01,5,2.03,108.5,7.08
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,6/15/2020 13:42,67.4,0.2,0.05,0.01,0.01,5,1.59,108.3,6.68
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,7/20/2020 8:28,68.7,0.1,0.01,0.01,0.01,5,1.22,92.1,7
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,8/10/2020 9:11,70.5,0.1,0.08,0.01,0.01,5,1.09,94.3,7.11
20510051,BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,9/14/2020 7:22,67.4,0.1,0.04,0.01,0.01,10,1.34,87.6,6.95
